_id,HelpComSummary
67299dbda23f7e5639814f1e,"Increments the unstable generation component of the current generation, leaving the stable generation unchanged."
67299dbda23f7e5639814f1f,"Normalizes the duration by converting excess nanoseconds to seconds and excess seconds to days, returning a new DurationValue object with the normalized values."
67299dbda23f7e5639814f20,"Parses command-line arguments and returns a CliArgs object, throwing an ArgumentParserException if the input is invalid. The method first pre-validates the arguments, then uses an ArgumentParser to parse them into a Namespace, and finally constructs a CliArgs object from this namespace."
67299dbda23f7e5639814f21,"Prints the provided text if the current format is plain."
67299dbda23f7e5639814f22,"Determines whether a given string is within quotes, based on its delimiter."
67299dbda23f7e5639814f23,"Decreases the key of a given node in the Fibonacci heap while maintaining the heap property. If the new key is less than the current minimum key, updates the minimum node; otherwise, performs cuts and cascading cuts as necessary to restore heap order."
67299dbda23f7e5639814f24,"Removes a node from the child list of another node and adds it to the root list."
67299dbda23f7e5639814f25,"Releases the lock, unparking all waiting threads if any."
67299dbda23f7e5639814f26,"Applies a task to be executed by this executor, scheduling it on the stack and repeatedly attempting to execute it until completion."
67299dbda23f7e5639814f27,"Returns a user-friendly string representation of the store version."
67299dbda23f7e5639814f28,"Returns the sum of the total degrees of all types."
67299dbda23f7e5639814f29,"Disables the specified commands by setting their probability factors to zero."
67299dbda23f7e5639814f2a,"Runs the test once with the specified iteration timeout, throwing an exception if it fails."
67299dbda23f7e5639814f2b,"Runs the test plan for a specified number of iterations with each iteration having a limited execution time. If an exception occurs during execution, details about the previous run are printed to the error stream before re-throwing the exception."
67299dbda23f7e5639814f2c,"Creates indexes on the graph database service."
67299dbda23f7e5639814f2d,"Deletes all relationships and nodes from the given GraphDatabaseService in batches, ensuring efficient removal of data."
67299dbda23f7e5639814f2e,"Negotiates the protocol version with the given TransportConnection. Sends the current protocol version and asserts that the connection successfully negotiates to this version."
67299dbda23f7e5639814f2f,"Reads a primitive value from the buffer, handling various data types such as null, bytes, boolean, float, integer, list, map, and string, with an optional limit for certain types."
67299dbda23f7e5639814f30,"Returns the center point coordinates in double precision for a given derived value at a specific level."
67299dbda23f7e5639814f31,"Returns a list of LongRange objects representing the tiles that intersect with the given reference envelope."
67299dbda23f7e5639814f32,"Converts a normalized coordinate to its corresponding double precision representation within the specified range and level."
67299dbda23f7e5639814f33,"Propagates the node's length from source and target, updating the forward node with a new propagated length and adding the source length to the current node."
67299dbda23f7e5639814f34,"Inserts a new element into the heap while maintaining the heap property, automatically resizing the heap if necessary."
67299dbda23f7e5639814f35,"Sorts the elements of the heap in ascending order using the heap sort algorithm."
67299dbda23f7e5639814f36,"Restores the heap property by iteratively sifting down elements in the heap."
67299dbda23f7e5639814f37,"Sifts down the given element in the heap to maintain the heap property."
67299dbda23f7e5639814f38,"Sets a sequence of bits in the specified array to ones, starting from the given offset."
67299dbda23f7e5639814f39,"Returns a sub-path representation between the specified `beginIndex` and `endIndex`, inclusive. The resulting path will include a trailing separator if the original path had one or if the end index is not at the last element of the path."
67299dbda23f7e5639814f3a,"Performs the specified file operation on a set of database files, allowing for optional inclusion of ID files and handling of non-existent files."
67299dbda23f7e5639814f3b,"Returns the symmetric difference of two sorted sets represented as integer arrays. The result contains all elements that are in exactly one of the input sets."
67299dbda23f7e5639814f3c,"Returns a packed long value representing the count of unique elements in two input arrays. The high 32 bits contain the number of elements that are present only in the `left` array, and the low 32 bits contain the number of elements that are present only in the `right` array."
67299dbda23f7e5639814f3d,"Compares two iterators for equality by checking if they contain the same elements in the same order. The comparison is done using the `Objects.equals()` method, which may use the `equals()` method of individual objects. Closes the iterators as resources after the comparison, if applicable."
67299dbda23f7e5639814f3e,"Returns the number of elements in the given iterator."
67299dbda23f7e5639814f3f,"Adds a lazy binding to the binder, verifying that the supplier and type are not null and that the binder has not been configured yet."
67299dbda23f7e5639814f40,"Returns a readable log position aware channel for the specified path, handling kernel version validation and log header reading."
67299dbda23f7e5639814f41,"Returns an iterator over the values in the specified field, sorted by their relevance to the search query."
67299dbda23f7e5639814f42,"Ensures that the current document ID iterator is valid by advancing to the next matching document if necessary. Returns true if a valid iterator is obtained, or false if no more documents are available."
67299dbda23f7e5639814f43,"Adds a document to the index if it is not null, otherwise does nothing."
67299dbda23f7e5639814f44,"Updates a document associated with the given term if a document is provided; otherwise, deletes all documents associated with the term."
67299dbda23f7e5639814f45,"Clears the cache for all URLs by attempting to establish a connection and recursively clearing the cache if a JarURLConnection is found."
67299dbda23f7e5639814f46,"Asserts that the execution of a RequestBuilder throws an exception of the specified class and RestStatus."
67299dbda23f7e5639814f47,"Retrieves a column value from the given ResultSet at the specified index and converts it to the desired type."
67299dbda23f7e5639814f48,"Registers the given modules with this builder, disabling auto-registration."
67299dbda23f7e5639814f49,"Retrieves the child element with the specified name from the list of children, or null if no matching element is found."
67299dbda23f7e5639814f4a,"Tests that an NullPointerException is thrown when a null order is passed to the ScoreSortBuilder."
67299dbda23f7e5639814f4b,"Checks if the given method name matches the specified mapped name, potentially containing a wildcard character '*'."
67299dbda23f7e5639814f4c,"Tests the resolution of a network host with an invalid GCE setting."
67299dbda23f7e5639814f4d,"Handles a resize event by checking and updating the size of all attached resizable widgets."
67299dbda23f7e5639814f4e,"Creates an AggregateDoubleMetricFieldType with default configuration for the given field name."
67299dbda23f7e5639814f4f,"Sets the x-coordinate of the center of the node."
67299dbda23f7e5639814f50,"Returns an ElasticsearchSecurityException representing a token expiration error."
67299dbda23f7e5639814f51,"Registers a REST integration test task for the given project and source set."
67299dbda23f7e5639814f52,"Determines whether the element at the specified index is indexed."
67299dbda23f7e5639814f53,"Returns the index field data instance for the given mapped field type and context."
67299dbda23f7e5639814f54,"Calculates the sum of all non-NaN values in a given array, returning 0.0 if the array is empty."
67299dbda23f7e5639814f55,"Searches for an entry in the LDAP directory based on the specified base DN, search scope, filter, and time limit, with optional referral error handling and attribute specification."
67299dbda23f7e5639814f56,"Deletes the file at the given path, retrying if necessary, and wraps any checked exceptions in an UncheckedIOException."
67299dbda23f7e5639814f57,"Writes the contents of an InputStream to a file, optionally appending to the existing file."
67299dbda23f7e5639814f58,"Computes the limit of bytes for automatic subquery results inlining based on available JVM memory and maximum concurrent queries."
67299dbda23f7e5639814f59,"Checks if a given string is a valid mathematical expression by attempting to parse it."
67299dbda23f7e5639814f5a,"Retrieves a NamedDatabaseId by its name, normalizing the input before performing the lookup."
67299dbda23f7e5639814f5b,"Checks if there is sufficient capacity to store a specified number of integers."
67299dbda23f7e5639814f5c,"Compares two tier strings based on their order in the ORDERED_FROZEN_TO_HOT_TIERS list, where 'DATA_CONTENT' is treated as equivalent to 'DATA_HOT'."
67299dbda23f7e5639814f5d,"Parses the current token in the given XContentParser as a float value."
67299dbda23f7e5639814f5e,"Returns a new `PathExpander` that wraps the given `source` and prints paths to the console when the provided predicate evaluates to true."
67299dbda23f7e5639814f5f,"Removes the specified key from this data structure."
67299dbda23f7e5639814f60,"Retrieves the value at the specified column index as a double, wrapping any underlying SQLException in an InvalidResultSetAccessException."
67299dbda23f7e5639814f61,"Attempts to release a shared lock by setting the state to the provided final state and returns true if successful."
67299dbda23f7e5639814f62,"Extracts a list of exception types from a given method signature, returning only those that are subclasses of `Throwable`. If no such exceptions are found, an `IllegalStateException` is thrown."
67299dbda23f7e5639814f63,"Sets the coordinate with the given longitude and latitude."
67299dbda23f7e5639814f64,"Loads the ApplicationContext for AOT processing based on the given MergedContextConfiguration."
67299dbda23f7e5639814f65,"Sets the misfire instruction based on a given constant name, validating that the provided constant exists and corresponds to a valid misfire instruction."
67299dbda23f7e5639814f66,"Returns an array of IDs corresponding to the given tokens in the context of the provided kernel transaction."
67299dbda23f7e5639814f67,"Returns whether the given AnnotatedElement has any meta-annotations of the specified annotation type."
67299dbda23f7e5639814f68,"Returns a PersistenceManagedTypes instance with the given managed class names."
67299dbda23f7e5639814f69,"Returns a string representation of the URI."
67299dbda23f7e5639814f6a,"Waits for the cluster to reach a specific state, as defined by the provided predicate."
67299dbda23f7e5639814f6b,"Returns the number of positions in the block."
67299dbda23f7e5639814f6c,"Converts a comma-delimited string into a set of strings."
67299dbda23f7e5639814f6d,"Unwatches a task from the specified thread."
67299dbda23f7e5639814f6e,"Sets the field value of an IngestDocument at a specified path. If the path exists in the document's source and metadata, updates its value; otherwise, sets the field directly on the document."
67299dbda23f7e5639814f6f,"Translates the given SQLException into a DataAccessException, using a SQLExceptionTranslator."
67299dbda23f7e5639814f70,"Returns a list of configured {@link HttpMessageConverter} instances, initializing and configuring the converters if they have not been initialized yet."
67299dbda23f7e5639814f71,"Calculates an exponential backoff delay with a random jitter, based on the number of past attempts and a maximum allowed backoff time."
67299dbda23f7e5639814f72,"Converts an ASCII character represented as a 32-bit integer to lowercase."
67299dbda23f7e5639814f73,"Returns the smallest power of two that is greater than or equal to the given value."
67299dbda23f7e5639814f74,"Adds a new bulk request item with the provided data."
67299dbda23f7e5639814f75,"Sets the timeout for the search request."
67299dbda23f7e5639814f76,"Logs an error with the provided message and cause if error logging is enabled."
67299dbda23f7e5639814f77,"Adds an unbounded range to the aggregation where the upper bound is specified."
67299dbda23f7e5639814f78,"Retrieves the value of the designated column in the current row of this ResultSet object as an int."
67299dbda23f7e5639814f79,"Sets the scope annotation type to be used, throwing an exception if the provided type is null."
67299dbda23f7e5639814f7a,"Returns the maximum number of indices that can be stored."
67299dbda23f7e5639814f7b,"Triggers the before-commit phase for all registered transaction synchronizations, passing in whether the current transaction is read-only."
67299dbda23f7e5639814f7c,"Transforms the input constraints by filtering out non-partition key columns."
67299dbda23f7e5639814f7d,"Handles an error by emitting an empty signal to the close status sink, propagating the error to the receive publisher, and canceling any ongoing send operations."
67299dbda23f7e5639814f7e,"Determines whether the given PropertyDescriptor has a unique write method."
67299dbda23f7e5639814f7f,"Initiates a background fetch if the current queue size is less than half of the record buffer size or twice the maximum records per poll, whichever is smaller."
67299dbda23f7e5639814f80,"Creates a new {@link SslHandler} instance with the specified allocator and task executor."
67299dbda23f7e5639814f81,"Flushes the base64 encoded buffer to the output stream if it is partially full. If decoding, an exception is thrown as this operation is only valid for encoding."
67299dbda23f7e5639814f82,"Returns the element type of the given array type, or the original type if it is not an array."
67299dbda23f7e5639814f83,"Cancels all ongoing index populations due to a failure, removing them from the list of ongoing populations and logging the error."
67299dbda23f7e5639814f84,"Resizes the object by adding the specified width and height, triggering a size change notification if either dimension is non-zero."
67299dbda23f7e5639814f85,"Returns the value associated with the specified key, or the provided default value if the key does not exist in the map."
67299dbda23f7e5639814f86,"Finds the key associated with a given value in the table, with options for exact object identity or equality comparison."
67299dbda23f7e5639814f87,"Processes a field value based on the provided name, value, and type by applying the configured request data value processor if available."
67299dbda23f7e5639814f88,"Sets the prefix to be used for comments."
67299dbda23f7e5639814f89,"Ensures that a resource is open, throwing an exception if it is not."
